Confidence Value,Gene Name Interactor A,Gene Name Interactor B
0.76,NOTCH1,TOP2B
0.76,NOTCH1,SMARCA4
0.76,NOTCH1,PHF8
0.89,NOTCH1,USP7
0.76,NOTCH1,PBRM1
0.76,NOTCH1,HDAC1
0.82,NOTCH1,KPNB1
0.76,NOTCH1,BCL11B
0.84,NOTCH1,LAMP1
0.82,NOTCH1,RHOA
0.89,NOTCH2,RBPJ
0.82,NOTCH2,AFDN
0.79,NOTCH2NLA,ELANE
0.89,NOTCH3,RBPJ
0.82,NOVA1,NOVA2
0.82,NOX1,PPP2R3B
0.82,NOX5,TTC4
0.82,NOX5,STIP1
0.82,NOX5,GUCY1B1
0.82,NOX5,MTHFR
0.82,NOX5,PDP2
0.82,NOX5,HSPA8
0.82,NOX5,PRKAR1B
0.78,NOX5,NOX5
0.83,NOXA1,RAC1
0.81,NOXA1,NOXO1
0.78,NOXA1,NOX1
0.82,NPAS1,TUBB3
0.82,NPAS1,DNAJB5
0.82,NPAS1,PRKACB
0.82,NPAS1,AKAP1
0.82,NPAS1,ARNT2
0.82,NPAS1,SMG7
0.82,NPAS1,HAUS6
0.82,NPAS1,ATG2B
0.82,NPAS1,FAM83D
0.88,NPAS1,ARNT
0.82,NPAS1,TUBB1
0.82,NPAS1,PRUNE1
0.82,NPAS1,PPP6R1
0.82,NPAS1,HSPA8
0.78,NPAS2,RXRA
0.9,NPAS2,ARNTL
0.76,NPAS2,EP300
0.78,NPAS2,RARA
0.87,NPAS2,ARNTL2
0.82,NPAS3,ARNT2
0.82,NPAS4,ARNT2
0.78,NPAS4,ARNT
0.8,NPAT,CDK2
0.85,NPB,NPBWR1
0.82,NPB,PIGR
0.82,NPB,MUC7
0.82,NPB,IGHA2
0.82,NPB,JCHAIN
0.82,NPB,HSPA5
0.82,NPB,ZG16B
0.82,NPB,PROC
0.82,NPB,CRNN
0.82,NPB,UBR1
0.82,NPB,ADSS
0.82,NPB,AMY1A
0.82,NPB,DPH7
0.82,NPB,ACTB
0.82,NPB,ACTA2
0.82,NPB,ACTC1
0.82,NPB,FKBP4
0.82,NPB,MCCC1
0.82,NPB,ECE1
0.82,NPB,PDP2
0.82,NPB,CST4
0.82,NPB,CST2
0.82,NPC1,TMOD3
0.87,NPC1,NPC2
0.82,NPC1,LAMTOR1
0.82,NPC1,RAB9A
0.82,NPC1,LAMP2
0.82,NPC1,TMEM106B
0.82,NPC2,IRGQ
0.82,NPC2,NME2P1
0.82,NPC2,HK3
0.82,NPC2,TTR
0.82,NPC2,CFB
0.78,NPC2,NEGR1
0.88,NPDC1,E2F1
0.83,NPDC1,PTER
0.83,NPDC1,SNX17
0.83,NPDC1,TCAF2
0.83,NPDC1,HIST1H1T
0.83,NPDC1,TBC1D23
0.83,NPDC1,YJU2
0.83,NPDC1,ATP11A
0.79,NPEPPS,PFAS
0.77,NPHP1,FLNC
0.87,NPHP1,FLNA
0.9,NPHP1,PTK2B
0.95,NPHP1,BCAR1
0.77,NPHP1,FLNB
0.9,NPHP1,NPHP4
0.84,NPHP1,NPHP3
0.85,NPHP1,INVS
0.85,NPHP1,NPHP1
0.82,NPHP1,TNS1
0.84,NPHP1,TNK2
0.87,NPHP1,RPGRIP1L
0.82,NPHP1,TMEM237
0.82,NPHP3,GMDS
0.82,NPHP3,ARHGEF35
0.9,NPHP4,RPGRIP1L
0.82,NPHP4,BAG2
0.87,NPHP4,DNAJC7
0.83,NPHS1,YES1
0.79,NPHS1,CASK
0.92,NPHS1,IQGAP1
0.83,NPHS1,NPHS1
0.8,NPHS1,NCK1
0.96,NPHS1,FYN
0.78,NPHS1,CTNND1
0.78,NPHS1,CDH3
0.95,NPHS2,NPHS1
0.88,NPHS2,CD2AP
1,NPLOC4,UFD1
0.97,NPLOC4,VCP
0.79,NPLOC4,RAD23B
0.82,NPLOC4,UBQLN2
0.86,NPM1,GADD45A
0.89,NPM1,TFAP2A
0.9,NPM1,TP53
0.84,NPM1,NOP2
0.9,NPM1,NCL
0.76,NPM1,HDAC1
0.89,NPM1,SENP3
0.88,NPM1,PELP1
0.87,NPM1,EIF3E
0.87,NPM1,DDX21
0.85,NPM1,USP36
0.88,NPM1,HIST1H3A
0.84,NPM1,HIST2H2BE
0.82,NPM1,H1FX
0.82,NPM1,HIST1H1C
0.87,NPM1,HNRNPU
0.82,NPM1,SIRT1
0.79,NPM1,RB1
0.95,NPM1,NPM3
0.9,NPM1,NPM1
0.82,NPM1,DDX3X
0.82,NPM1,TUBA1C
0.86,NPM1,TAF3
0.76,NPM1,TRIM28
0.82,NPM1,RPS28
0.82,NPM1,RPS5
0.86,NPM1,RPS4X
0.9,NPM1,RPS6
0.86,NPM1,RPL24
0.82,NPM1,RPL10
0.83,NPM1,RPL5
0.82,NPM1,SQSTM1
0.84,NPM1,KPNA1
0.86,NPM1,RPL14
0.88,NPM1,AURKB
0.83,NPM1,MAK16
0.83,NPM1,DDX27
0.83,NPM1,RPF2
0.83,NPM1,GLYR1
0.83,NPM1,NOC2L
0.83,NPM1,RSL1D1
0.83,NPM1,SENP5
0.83,NPM1,DDX24
0.83,NPM1,REXO4
0.83,NPM1,CENPC
0.83,NPM1,RPP25L
0.83,NPM1,RPL7L1
0.83,NPM1,SPTY2D1
0.83,NPM1,FTSJ3
0.83,NPM1,PPAN
0.83,NPM1,NEPRO
0.83,NPM1,BRIX1
0.83,NPM1,CCDC137
0.83,NPM1,RBM28
0.83,NPM1,TEX10
0.83,NPM1,RPP25
0.83,NPM1,DDX56
0.83,NPM1,RPL26L1
0.83,NPM1,ZFP62
0.82,NPM1,POP7
0.83,NPM1,RPF1
0.82,NPM1,RPS8
0.83,NPM1,RPP38
0.83,NPM1,RPL36AL
0.83,NPM1,RPL37A
0.83,NPM1,RPL7A
0.87,NPM1,RPL23A
0.89,NPM1,NPM2
0.83,NPM1,RPL4
0.83,NPM1,RPL3
0.83,NPM1,RPP40
0.83,NPM1,POP1
0.83,NPM1,SURF6
0.83,NPM1,TENT4B
0.83,NPM1,NOC3L
0.83,NPM1,RRP8
0.83,NPM1,RRS1
0.83,NPM1,GTPBP4
0.83,NPM1,NMNAT1
0.83,NPM1,DDX31
0.83,NPM1,RBM34
0.83,NPM1,URB1
0.83,NPM1,PUM3
0.83,NPM1,NVL
0.83,NPM1,ZNF800
0.83,NPM1,GNL2
0.83,NPM1,NOP53
0.82,NPM1,HP1BP3
0.82,NPM1,MEPCE
0.82,NPM1,NKRF
0.86,NPM1,GNL3
0.82,NPM1,PDCD11
0.82,NPM1,RRP12
0.82,NPM1,RPL13A
0.86,NPM1,HIST1H2BG
0.82,NPM1,SMARCA5
0.82,NPM1,RPL35
0.88,NPM1,LARP4
0.87,NPM1,FBL
0.82,NPM1,DDX50
0.86,NPM1,RPS24
0.82,NPM1,RPS20
0.86,NPM1,RPS14
0.79,NPM1,RPS10
0.82,NPM1,RPS9
0.82,NPM1,RPL15
0.82,NPM1,RPL8
0.82,NPM1,RPL18
0.82,NPM1,HIST1H1B
0.82,NPM1,DDX51
0.82,NPM2,C1QBP
0.82,NPM2,MTG2
0.82,NPM2,GOPC
0.87,NPM3,NPM2
0.79,NPNT,ITGA8
0.82,NPPA,SMYD2
0.82,NPPA,TGM1
0.82,NPPA,SERPINB3
0.82,NPPA,SERPINB4
0.82,NPPA,PMPCB
0.82,NPPA,ALOX12B
0.82,NPPA,ALOX15B
0.82,NPPA,A2ML1
0.82,NPPA,ACPP
0.82,NPPA,ACADVL
0.82,NPPA,PMPCA
0.82,NPPA,METAP1
0.82,NPPA,PMVK
0.82,NPPA,GDPD3
0.82,NPPA,NDUFAF5
0.82,NPPA,PM20D1
0.82,NPPA,CPA4
0.82,NPPA,SDR9C7
0.82,NPPA,CTSV
0.82,NPPA,ECM1
0.82,NPPA,NUDT8
0.82,NPPA,JUP
0.82,NPPA,IVL
0.82,NPPA,LCN2
0.82,NPPA,NDUFAF7
0.9,NPPB,NPR3
0.86,NPPC,NPR2
0.86,NPPC,NPR3
0.85,NPR2,NPPB
0.85,NPR2,NPPA
0.89,NPR3,NPPA
0.82,NPRL2,UBE2M
0.89,NPRL2,NPRL3
0.83,NPRL2,DEPDC5
0.81,NPRL2,WDR59
0.82,NPRL2,ZBTB5
0.82,NPRL2,LRCH2
0.85,NPRL2,SZT2
0.82,NPRL2,APPBP2
0.77,NPRL2,MIOS
0.77,NPTXR,NPTX2
0.77,NPTXR,NPTX1
0.85,NPW,NPBWR1
0.89,NPY1R,NPY
0.81,NPY2R,NPY
0.82,NPY2R,FLT4
0.82,NPY2R,MTOR
0.82,NPY2R,TUBGCP2
0.82,NPY2R,EXOC5
0.82,NPY2R,ARFGEF1
0.82,NPY2R,SLC25A17
0.82,NPY2R,FANCA
0.82,NPY2R,FDXR
0.82,NPY2R,FASTKD1
0.82,NPY2R,INTS1
0.82,NPY2R,LTN1
0.82,NPY2R,FASTKD3
0.82,NPY2R,NOCT
0.82,NPY2R,C16orf58
0.82,NPY2R,MMS22L
0.82,NPY2R,HTT
0.82,NPY2R,EXOC6
0.82,NPY2R,ATM
0.82,NPY2R,ORMDL2
0.82,NPY2R,ACAD10
0.82,NPY2R,INTS5
0.82,NPY2R,MZT2B
0.82,NPY2R,PI4KA
0.82,NPY2R,BTAF1
0.82,NPY2R,IPO13
0.82,NPY2R,GBF1
0.82,NPY2R,CIP2A
0.82,NPY2R,COG6
0.82,NPY2R,TTK
0.82,NPY2R,SIMC1
0.82,NPY2R,RARS2
0.82,NPY2R,ARFGEF3
0.82,NPY2R,ADCK1
0.82,NPY2R,COQ5
0.82,NPY2R,NT5C1A
0.82,NPY2R,EVI5L
0.82,NPY2R,SLC35F1
0.82,NPY2R,FASTKD5
0.82,NPY2R,COG2
0.82,NPY2R,DMXL2
0.82,NPY2R,ECPAS
0.82,NPY2R,PRAME
0.82,NPY2R,CAND2
0.9,NQO1,NQO1
0.86,NQO1,TP53
0.8,NQO2,NQO2
0.87,NR0B1,SREBF1
0.85,NR0B1,AR
0.78,NR0B1,NRIP1
0.88,NR0B1,COPS2
0.95,NR0B1,NR5A1
0.85,NR0B1,PPARG
0.89,NR0B2,RXRA
0.89,NR0B2,AR
0.89,NR0B2,NR1H2
0.89,NR0B2,PPARG
0.76,NR0B2,ESR2
0.76,NR0B2,NR1I3
0.89,NR0B2,HNF4A
0.89,NR0B2,ESRRG
0.81,NR0B2,EID1
0.88,NR0B2,ESR1
0.79,NR0B2,SMARCA2
0.87,NR0B2,TP53
0.88,NR0B2,MDM2
0.83,NR0B2,ICK
0.89,NR1D1,NCOR1
0.76,NR1D1,HUWE1
0.83,NR1D2,NR1D1
0.76,NR1D2,PRMT6
0.9,NR1H2,RXRA
0.89,NR1H2,RXRB
0.87,NR1H2,RXRG
0.83,NR1H2,ABCA1
0.9,NR1H3,PPARA
0.76,NR1H3,NRIP1
0.9,NR1H3,NR0B2
0.88,NR1H3,NCOR1
0.83,NR1H3,RXRB
0.82,NR1H3,BARD1
0.76,NR1H3,KDM1A
0.82,NR1H3,STRN4
0.82,NR1H3,STRN3
0.82,NR1H3,STRN
0.82,NR1H3,DDI2
0.82,NR1H3,EP300
0.9,NR1H4,NCOA1
0.88,NR1H4,RXRA
0.83,NR1H4,ESR1
0.87,NR1H4,RXRB
0.81,NR1I2,RXRA
0.84,NR1I2,RXRB
0.9,NR1I2,NCOA1
0.82,NR1I2,NCOR2
0.85,NR1I2,PPARGC1A
0.87,NR1I3,RXRA
0.87,NR1I3,NCOA1
0.82,NR1I3,PPARGC1A
0.87,NR1I3,MED1
0.83,NR1I3,PPM1B
0.83,NR1I3,NCOA2
0.83,NR1I3,MED4
0.83,NR1I3,UBB
0.83,NR1I3,MED23
0.83,NR1I3,MED17
0.83,NR1I3,MED13
0.82,NR1I3,MED24
0.83,NR1I3,MED14
0.86,NR2C1,AR
0.88,NR2C1,NR2C2
0.79,NR2C1,ESR1
0.9,NR2C2,AR
0.89,NR2C2,HNF4A
0.76,NR2C2,TAB2
0.76,NR2C2,HSP90AB1
0.87,NR2C2,HDAC3
0.83,NR2C2,NR2C2
0.82,NR2C2,SMARCC1
0.82,NR2C2,S100A4
0.82,NR2C2,RBMX2
0.82,NR2C2,PRPF40A
0.82,NR2C2,KLHL7
0.82,NR2C2,UBB
0.82,NR2C2,CBX3
0.82,NR2C2,DNAJB1
0.82,NR2C2,XRCC6
0.82,NR2C2,POLR1E
0.79,NR2C2AP,NR2C2
0.82,NR2E1,HDAC2
0.84,NR2E1,KDM1A
0.83,NR2E1,CIZ1
0.84,NR2E1,BCL11A
0.82,NR2E1,MTDH
0.83,NR2E1,ARL10
0.83,NR2E1,RGPD6
0.83,NR2E1,DCAF6
0.83,NR2E1,SUFU
0.83,NR2E1,VRK3
0.83,NR2E1,TNRC6C
0.83,NR2E1,CARNMT1
0.84,NR2E3,NR1D1
0.84,NR2E3,CRX
0.77,NR2E3,NCOR1
0.77,NR2E3,SIN3A
0.77,NR2E3,RBL1
0.77,NR2E3,HDAC1
0.77,NR2E3,HDAC3
0.77,NR2E3,RBBP4
0.77,NR2E3,RBBP7
0.79,NR2E3,CDK9
0.77,NR2E3,MYBBP1A
0.77,NR2E3,TBL3
0.77,NR2F2,LCK
0.86,NR2F2,NR2F2
0.82,NR2F2,AKT1
0.82,NR2F2,AKT2
0.82,NR2F2,GC
0.82,NR2F2,SHPK
0.82,NR2F2,RPGR
0.9,NR2F6,NR2F2
0.86,NR3C1,CALR
0.88,NR3C1,YWHAH
0.9,NR3C1,STAT3
0.86,NR3C1,CEBPA
0.89,NR3C1,CREB1
0.76,NR3C1,NR2F2
0.85,NR3C1,ADA
0.97,NR3C1,NR3C1
0.9,NR3C1,NCOA3
0.9,NR3C1,DAXX
0.88,NR3C1,MED1
0.82,NR3C1,HSPD1
0.81,NR3C1,HMGB1
0.86,NR3C1,HOXB1
0.88,NR3C1,EP300
0.82,NR3C1,RBM14
0.89,NR3C1,HDAC1
0.88,NR3C1,FKBP5
0.76,NR3C1,AKT1
0.76,NR3C1,STIP1
0.83,NR3C1,CPVL
0.91,NR3C1,HSP90AB1
0.82,NR3C1,ALDH18A1
0.83,NR3C1,KMT2D
0.82,NR3C1,CYB5B
0.82,NR3C1,ACADSB
0.82,NR3C1,ACSL4
0.82,NR3C1,GLS
0.82,NR3C1,PDHA1
0.82,NR3C1,CAMK2G
0.82,NR3C1,SLC3A2
0.82,NR3C1,PYCR1
0.88,NR3C2,TRIM24
0.88,NR3C2,NR3C1
0.82,NR3C2,NCOA1
0.82,NR3C2,SRC
0.84,NR3C2,FAF1
0.89,NR4A1,PML
0.77,NR4A1,NR4A1
0.89,NR4A1,RXRA
0.78,NR4A1,VHL
0.76,NR4A1,STAT3
0.82,NR4A1,GRK6
0.82,NR4A1,MIDN
0.82,NR4A1,TMTC4
0.82,NR4A1,ACAD11
0.82,NR4A2,RXRA
0.78,NR4A2,RXRB
0.77,NR4A2,RARA
0.77,NR4A2,RARB
0.87,NR5A1,JUN
0.89,NR5A1,CTNNB1
0.97,NR5A2,NR0B2
0.78,NR5A2,EDF1
0.87,NR5A2,NCOA1
0.76,NR5A2,CTNNB1
0.76,NR6A1,NCOR1
0.85,NR6A1,NR6A1
0.89,NRAP,KLHL41
0.99,NRAS,RAF1
0.82,NRAS,VAT1
0.82,NRAS,RASA1
0.9,NRAS,BRAF
0.82,NRAS,MMGT1
0.85,NRAS,LZTR1
0.96,NRAS,ARAF
0.78,NRAS,HRAS
0.77,NRAS,MTOR
0.83,NRAS,RICTOR
0.83,NRBF2,ULK1
0.87,NRBF2,NRBF2
0.83,NRBF2,GALT
0.83,NRBF2,TGFBRAP1
0.89,NRBF2,PIK3R4
0.92,NRBP1,MLF1
0.84,NRBP1,RAC3
0.89,NRBP1,TSC22D4
0.78,NRBP2,TSC22D3
0.78,NRBP2,ELOB
0.78,NRBP2,NRBP1
0.79,NRDC,HBEGF
0.82,NRF1,CSNK2B
0.84,NRF1,DYNLL1
0.83,NRG1,EGF
0.76,NRG1,ERBB2
0.82,NRG1,HLA-DPB1
0.83,NRG1,ATP7B
0.83,NRG1,DNAAF5
0.83,NRG1,DSE
0.83,NRG1,RHOBTB3
0.83,NRG1,ADGRL1
0.82,NRG1,SLC22A18
0.83,NRG1,TMTC4
0.83,NRG1,TMEM63B
0.82,NRG1,TMEM164
0.83,NRG1,TMEM39B
0.83,NRG1,SLC25A23
0.82,NRG1,MBOAT7
0.83,NRG1,LARGE2
0.82,NRG1,CNTNAP3
0.83,NRG1,CISD2
0.82,NRG1,LEMD3
0.83,NRG1,ZDHHC17
0.82,NRG1,GLMN
0.83,NRG1,SREBF2
0.83,NRG1,LSR
0.83,NRG1,HS6ST1
0.82,NRG1,TM2D3
0.83,NRG1,PGAP1
0.83,NRG1,INTS7
0.83,NRG1,SLC25A16
0.83,NRG1,GALNT11
0.83,NRG1,SFXN3
0.83,NRG1,POMT1
0.83,NRG1,B3GNT2
0.83,NRG1,SLC35B2
0.87,NRG2,ERBB3
0.87,NRG2,ERBB4
0.82,NRGN,TRIM62
0.82,NRGN,EFCAB7
0.76,NRIP1,JUN
0.88,NRIP1,PPARA
0.86,NRIP1,RXRA
0.89,NRIP1,NR5A1
0.88,NRIP1,AHR
0.88,NRIP1,CTBP2
0.9,NRIP1,PPARG
0.78,NRIP1,HDAC5
0.9,NRIP1,ESR1
0.9,NRIP1,NR3C1
0.82,NRIP3,PSMG2
0.82,NRIP3,DDI2
0.84,NRL,CRX
0.82,NRM,ZG16B
0.82,NRM,CRNN
0.82,NRN1,FZD2
0.82,NRN1,GLRB
0.82,NRN1,TMEM67
0.82,NRN1,TMEM219
0.82,NRN1,SLC1A1
0.82,NRN1,SLC12A4
0.82,NRN1,ATP11C
0.82,NRN1,SLC12A6
0.82,NRN1,SLC12A7
0.9,NRP1,VEGFA
0.86,NRP1,PGF
0.94,NRP1,NRP1
0.88,NRP1,KDR
0.78,NRP1,FLNA
0.78,NRP1,TGFBR1
0.78,NRP1,TGFBR2
0.82,NRP1,UBR1
0.82,NRP1,TNFAIP1
0.83,NRP1,UBR2
0.82,NRP1,UBR4
0.83,NRP1,BCS1L
0.82,NRP1,KCTD9
0.87,NRP1,NSUN2
0.83,NRP1,CSNK2A1
0.82,NRP1,ODF2
0.82,NRP1,KCTD10
0.8,NRP2,VEGFA
0.89,NRP2,NRP2
0.82,NRROS,TGFB1
0.82,NRROS,CNPY3
0.82,NRROS,POMT1
0.82,NRROS,CANX
0.82,NRROS,ALG9
0.82,NRROS,RTN4RL2
0.82,NRROS,ITPRIP
0.82,NRROS,EPHB4
0.82,NRROS,MARK2
0.82,NRROS,EXT1
0.82,NRROS,LINGO1
0.82,NRROS,NDST1
0.82,NRROS,HSPA5
0.82,NRROS,NDUFA3
0.82,NRROS,MARK3
0.82,NRSN2,ZDHHC17
0.82,NRSN2,FITM2
0.82,NRXN1,CASK
0.86,NRXN1,NLGN3
0.86,NRXN1,NLGN1
0.82,NRXN3,NLGN3
0.81,NRXN3,NLGN1
0.81,NRXN3,NLGN2
0.82,NSA2,ZNF646
0.89,NSA2,NLE1
0.83,NSA2,MAGEA9
0.94,NSA2,MRTO4
0.83,NSA2,RPL26L1
0.87,NSA2,RPF2
0.89,NSA2,GNL2
0.94,NSA2,GTPBP4
0.83,NSA2,RRS1
0.83,NSA2,CCDC86
0.82,NSA2,NOP53
0.82,NSA2,ZC3HAV1
0.88,NSA2,RBM34
0.82,NSA2,RBM4
0.82,NSA2,RPL30
0.82,NSA2,RPL18A
0.89,NSD1,AR
0.81,NSD1,RARA
0.88,NSD1,ESR1
0.88,NSD1,HIST4H4
0.83,NSD1,HIST1H1C
0.81,NSD1,HIST1H3A
0.83,NSD2,NSD2
0.88,NSD2,HDAC2
0.78,NSD2,AR
0.89,NSD2,MDC1
0.82,NSD2,BAZ1B
0.82,NSD2,GPATCH4
0.82,NSD2,SMARCA5
0.82,NSD2,TOP1
0.82,NSD2,TMPO
0.82,NSD2,SF3B2
0.82,NSD2,CD3EAP
0.83,NSD2,PARP1
0.82,NSD2,LMNA
0.82,NSD2,NCL
0.82,NSD2,NUMA1
0.82,NSD2,MECP2
0.82,NSD2,HP1BP3
0.82,NSD2,HNRNPU
0.82,NSD2,HNRNPK
0.82,NSD2,TRIM28
0.83,NSD2,ESR1
0.81,NSD2,HIST1H3A
0.82,NSD2,RPL6
0.84,NSD2,HIST4H4
0.82,NSD2,NPM1
0.76,NSD3,SLU7
0.76,NSD3,MNDA
0.86,NSD3,ESR1
0.77,NSD3,RAD51
0.81,NSD3,HIST1H3A
0.84,NSD3,MYC
0.84,NSF,ARRB1
0.87,NSF,NSF
0.86,NSF,STX7
0.86,NSF,SNAP29
0.88,NSF,STX12
0.86,NSF,SCFD1
0.87,NSF,STX6
0.82,NSF,SNAP25
0.99,NSFL1C,VCP
0.86,NSFL1C,STX5
0.79,NSFL1C,NPLOC4
0.89,NSFL1C,UFD1
0.83,NSFL1C,ASPSCR1
0.83,NSFL1C,FGGY
0.82,NSG2,HSPA5
0.9,NSL1,CBX5
0.88,NSL1,KNL1
0.87,NSL1,NDC80
0.87,NSL1,CBX1
0.83,NSL1,PMF1
0.83,NSL1,SPRR3
0.82,NSL1,ZG16B
0.83,NSL1,SPC25
0.83,NSL1,NUF2
0.83,NSL1,CRNN
0.83,NSL1,SPC24
0.79,NSMAF,RACK1
0.89,NSMAF,TNFRSF1A
0.78,NSMAF,MAP1LC3B
0.82,NSMAF,HEPHL1
0.82,NSMAF,DSG4
0.82,NSMAF,PREP
0.82,NSMAF,TCHH
0.82,NSMAF,SELENBP1
0.82,NSMAF,DUSP14
0.82,NSMAF,LYG2
0.82,NSMAF,CALHM4
0.79,NSMCE1,MAGEF1
0.89,NSMCE1,NSMCE2
0.96,NSMCE1,SMC5
0.96,NSMCE1,SMC6
0.83,NSMCE1,SLF2
0.83,NSMCE1,SIMC1
0.83,NSMCE1,PMF1
0.87,NSMCE2,SMC5
0.85,NSMCE3,E2F1
0.85,NSMCE3,NGFR
0.89,NSMCE3,NSMCE4A
0.89,NSMCE3,PJA1
0.9,NSMCE3,NSMCE1
0.85,NSMCE3,SMC5
0.85,NSMCE3,NSMCE2
0.89,NSMCE3,SMC6
0.82,NSMCE4A,MAGEA1
0.89,NSMCE4A,NSMCE1
0.87,NSMCE4A,SMC6
0.83,NSMCE4A,BRCA2
0.83,NSMCE4A,DNAJB2
0.89,NSMCE4A,SMC5
0.82,NSMF,NDUFAF5
0.82,NSMF,KCTD15
0.82,NSMF,RNF123
0.82,NSMF,RBPJ
0.82,NSUN2,NPM1
0.82,NSUN2,PFDN5
0.82,NSUN2,MPP6
0.82,NSUN2,ERCC3
0.82,NSUN2,CNDP2
0.82,NSUN2,LIN7C
0.82,NSUN2,METTL3
0.83,NSUN2,UBE3A
0.82,NSUN2,LIN7A
0.88,NSUN4,MTERF4
0.83,NSUN7,PTPN6
0.83,NSUN7,SEMG1
0.82,NT5C,FLNC
0.82,NT5C,RAP1GDS1
0.82,NT5DC1,GFAP
0.83,NT5DC1,HSP90AA4P
0.82,NT5DC1,PKLR
0.82,NT5DC3,NT5DC2
0.83,NT5E,SCAMP1
0.83,NT5E,RAB9A
0.82,NT5E,SLC26A6
0.83,NT5E,CYP2S1
0.82,NT5E,ARL8A
0.83,NT5E,FLVCR1
0.83,NT5E,NR2F2
0.83,NT5E,VANGL2
0.82,NT5E,RPTOR
0.83,NT5E,USP36
0.83,NT5E,HSDL1
0.83,NT5E,SLC7A2
0.83,NT5E,SLC6A8
0.83,NT5E,SLC16A2
0.83,NT5E,DNAAF5
0.83,NT5E,RHOG
0.83,NT5E,ARF5
0.83,NT5E,ARL2
0.82,NT5E,SLC47A1
0.83,NT5E,STEAP3
0.83,NT5E,GLMN
0.83,NT5E,SLC44A1
0.83,NT5E,ADIPOR1
0.83,NT5E,USP22
0.82,NT5E,RDH13
0.83,NT5E,SAR1B
0.83,NT5E,XPO7
0.83,NT5E,PDS5A
0.83,NT5E,MTOR
0.83,NT5E,GJA1
0.82,NT5E,CXCR4
0.82,NT5E,USP3
0.83,NTAN1,RIPK1
0.86,NTF3,BDNF
0.82,NTF3,MAD2L1BP
0.82,NTF3,PYGB
0.82,NTF3,PYGL
0.9,NTF4,BDNF
0.84,NTF4,NTF4
0.83,NTF4,TRIM68
0.86,NTHL1,ERCC5
0.76,NTHL1,MYH7
0.76,NTHL1,NUDT1
0.76,NTHL1,GAPDHS
0.76,NTHL1,MRM3
0.83,NTM,CALR
0.83,NTM,FBXO2
0.83,NTM,OPCML
0.78,NTMT1,RCC1
0.9,NTN1,DCC
0.89,NTNG1,LRRC4C
0.79,NTNG2,LRRC4
0.9,NTRK1,PLCG1
0.89,NTRK1,GRB2
0.89,NTRK1,ABL1
0.9,NTRK1,NTRK1
0.88,NTRK1,PIK3R1
0.77,NTRK1,RASA1
0.9,NTRK1,SHC1
0.88,NTRK1,SQSTM1
0.86,NTRK1,SH2B2
0.88,NTRK1,NGFR
0.84,NTRK1,TRAF6
0.84,NTRK1,PTPN12
0.82,NTRK1,PTPN6
0.82,NTRK1,CBL
0.84,NTRK1,ARHGAP32
0.88,NTRK1,SORT1
0.82,NTRK1,PTPRR
0.8,NTRK2,PTPN1
0.79,NTRK2,NTRK2
0.89,NTRK2,BDNF
0.89,NTRK2,SHC1
0.88,NTRK2,FYN
0.82,NTRK2,NTF3
0.9,NTRK2,NTF4
0.79,NTRK2,SORT1
0.86,NTRK3,PLCG1
0.83,NTRK3,PTPN1
0.93,NTRK3,NTF3
0.82,NTRK3,ACAD10
0.82,NTRK3,TBC1D24
0.82,NTRK3,MTOR
0.83,NTRK3,PTPRS
0.82,NTRK3,LGALS1
0.82,NTRK3,C6orf120
0.82,NTRK3,CXCR4
0.82,NTRK3,SLC39A11
0.82,NTRK3,TMEM192
0.82,NTRK3,KIAA0391
0.82,NTRK3,SH3BP4
0.82,NTRK3,FAM171A2
0.82,NTRK3,PTCD2
0.82,NTRK3,INTS7
0.82,NTRK3,MYADM
0.77,NTRK3,DOK6
0.87,NTS,SORT1
0.9,NTS,NTSR1
0.76,NUAK1,IGHA2
0.76,NUAK1,PRPSAP1
0.76,NUAK1,S100A8
0.87,NUAK1,PRKAR1A
0.76,NUAK1,S100A9
0.9,NUAK1,USP9X
0.78,NUAK1,TP53
0.85,NUAK1,FBXW11
0.78,NUAK1,PPP1CB
0.78,NUAK1,PPP1R12B
0.78,NUAK1,PPP1R12A
0.78,NUAK1,PPP1R12C
0.85,NUAK1,BTRC
0.84,NUAK1,SRRM2
0.82,NUAK2,HSP90AA1
0.82,NUAK2,HSP90AB3P
0.85,NUAK2,PPP1R12A
0.82,NUAK2,MARK3
0.82,NUAK2,LZTR1
0.82,NUAK2,DCAF5
0.82,NUAK2,AHCYL2
0.82,NUAK2,UBXN7
0.82,NUAK2,FLNC
0.9,NUB1,PSMD4
0.9,NUB1,NEDD8
0.89,NUB1,AIPL1
0.82,NUB1,SNCAIP
0.78,NUB1,VCP
0.82,NUBP2,RAD23B
0.91,NUBP2,NUBP1
0.86,NUBP2,RHOA
0.88,NUCB1,PTGS2
0.85,NUCB1,GNAI3
0.79,NUCB2,NDN
0.82,NUCB2,CALU
0.9,NUDC,PAFAH1B1
0.82,NUDC,PPME1
0.82,NUDC,WDR60
0.87,NUDC,POC1B
0.87,NUDC,DNAJB1
0.82,NUDCD1,COPG2
0.82,NUDCD1,DHX38
0.83,NUDCD1,COPG1
0.82,NUDCD1,DHX40
0.87,NUDCD1,DHX8
0.82,NUDCD1,COPA
0.82,NUDCD1,WDR5
0.77,NUDCD2,PAFAH1B1
0.87,NUDCD2,HSP90AA1
0.79,NUDCD2,NEK8
0.82,NUDCD2,DDX3Y
0.82,NUDCD3,KLHL9
